anio,region_deis,jurisd_deis,nivel,total_count,total_pop,value,lowercl,uppercl
2014,NOA,NOA1,GC1,2435,4067394,88.3586709008044,84.8431373607632,91.9811796293483
2015,NOA,NOA1,GC1,2122,4122290,73.811822493801,70.6685827786564,77.0576422746087
2016,NOA,NOA1,GC1,1473,4176840,49.6524802628746,47.1232587882594,52.2811280268496
2017,NOA,NOA1,GC1,2291,4231070,75.734082058186,72.6426798044458,78.9225149466924
2018,NOA,NOA1,GC1,2862,4284846,91.3138671372225,87.9769264607686,94.7443466225958
2019,NOA,NOA1,GC1,2786,4338048,86.2965684020073,83.1029891063926,89.5808996497878
2020,NOA,NOA1,GC1,3256,4390556,98.1422907411357,94.7856569978432,101.587054129755
2021,NOA,NOA1,GC1,3499,4442400,101.467438020987,98.1203351334016,104.899270600688
2022,NOA,NOA1,GC1,3554,4493628,100.122405299964,96.8473258127086,103.47973834103
2023,NOA,NOA1,GC1,3390,4544156,92.2671809377448,89.1798634524534,95.4339159730119
2010,NOA,NOA1,GC2,1193,3845248,49.813296751158,46.9755362205129,52.7753111039719
2011,NOA,NOA1,GC2,1134,3900980,45.4846181977036,42.831637812969,48.2568183918569
2012,NOA,NOA1,GC2,920,3956628,35.5619327094386,33.2670071789938,37.971665636809
2013,NOA,NOA1,GC2,909,4012130,33.4221622816071,31.248988161566,35.7047267830553
2014,NOA,NOA1,GC2,866,4067394,31.4686029409417,29.3831540829423,33.6616733098667
2015,NOA,NOA1,GC2,715,4122290,24.5497801690966,22.7599310605465,26.4415701600803
2016,NOA,NOA1,GC2,480,4176840,15.8586369959055,14.4535056356075,17.3621115382256
2017,NOA,NOA1,GC2,523,4231070,16.9325692566987,15.497126029992,18.464105995727
2018,NOA,NOA1,GC2,826,4284846,26.5078464490829,24.7193654612957,28.3908955264355
2019,NOA,NOA1,GC2,730,4338048,22.7352797010511,21.1078350758092,24.4544289209254
2020,NOA,NOA1,GC2,864,4390556,25.810857637375,24.1084310716252,27.6012439783115
2021,NOA,NOA1,GC2,763,4442400,22.1921081263489,20.6392479649361,23.8304997372859
2022,NOA,NOA1,GC2,910,4493628,25.8770267476095,24.2192862425095,27.6181652967706
2023,NOA,NOA1,GC2,743,4544156,20.3075195053236,18.8701070995015,21.8251951190656
2010,NOA,NOA1,GC3,861,3845248,34.366073586181,32.0682767523366,36.7828038375618
2011,NOA,NOA1,GC3,832,3900980,32.2344593282292,30.0449935412253,34.539265580088
2012,NOA,NOA1,GC3,821,3956628,30.8959673626121,28.7858581054132,33.1180002141523
2013,NOA,NOA1,GC3,782,4012130,29.104495612608,27.0773944042143,31.2418443704903
2014,NOA,NOA1,GC3,884,4067394,31.2431426979912,29.1924414504595,33.3985591994668
2015,NOA,NOA1,GC3,880,4122290,30.1656651018241,28.1822484357497,32.2505975840847
2016,NOA,NOA1,GC3,795,4176840,26.3378428625848,24.5210357776361,28.2526252801617
2017,NOA,NOA1,GC3,810,4231070,25.9361210965644,24.165341457183,27.8014798130977
2018,NOA,NOA1,GC3,916,4284846,28.3433462172737,26.5216573565637,30.2563722277357
2019,NOA,NOA1,GC3,809,4338048,24.6446049217782,22.9645263010219,26.4144752436022
2020,NOA,NOA1,GC3,768,4390556,22.8102326363106,21.2175097795307,24.4903880092875
2021,NOA,NOA1,GC3,846,4442400,24.1444974143133,22.5371704117208,25.8357744489819
2022,NOA,NOA1,GC3,850,4493628,23.7890330922583,22.2114794949646,25.4487820678475
2023,NOA,NOA1,GC3,821,4544156,22.2096593872506,20.7122338390571,23.7865107988398
2010,NOA,NOA1,GC4,1920,3845248,79.3048683929688,75.7311818748238,83.0012770261949
2011,NOA,NOA1,GC4,1791,3900980,70.888101571619,67.5813073923114,74.3125494811652
2012,NOA,NOA1,GC4,1859,3956628,70.8502831464623,67.6113612092774,74.2022759804976
2013,NOA,NOA1,GC4,1859,4012130,68.1489644259625,65.032951640591,71.3737573446845
2014,NOA,NOA1,GC4,1802,4067394,64.6722621365665,61.6796127142068,67.771056402276
2015,NOA,NOA1,GC4,2065,4122290,72.9848116576258,69.8382357163362,76.2355097026781
2016,NOA,NOA1,GC4,2876,4176840,97.8326910421271,94.2554303358598,101.509978924423
2017,NOA,NOA1,GC4,2428,4231070,80.1527148691677,76.9696279156038,83.4328027558994
2018,NOA,NOA1,GC4,1826,4284846,58.3793431621361,55.7140703348276,61.1385139339219
2019,NOA,NOA1,GC4,1883,4338048,59.0493664464068,56.400736431105,61.7898578626018
2020,NOA,NOA1,GC4,1998,4390556,60.3015769981347,57.6773448726239,63.014117180381
2021,NOA,NOA1,GC4,2362,4442400,68.8820533017992,66.1241462112272,71.7251903499665
2022,NOA,NOA1,GC4,2551,4493628,72.254450217544,69.4703337548288,75.1213049738328
2023,NOA,NOA1,GC4,2129,4544156,58.3616857243899,55.9039427887353,60.8995031151317
2010,NOA,NOA2,GC1,2222,2513844,125.190319533754,119.985597536585,130.560964570838
2011,NOA,NOA2,GC1,2074,2540714,114.221610070515,109.316310011301,119.288870524181
2012,NOA,NOA2,GC1,2196,2567784,118.884022955251,113.926799279723,124.000228785924
2013,NOA,NOA2,GC1,2392,2595048,127.118352058557,122.045003216952,132.347484011175
2014,NOA,NOA2,GC1,2122,2622470,108.79168644026,104.180740083301,113.553111673452
2015,NOA,NOA2,GC1,2688,2649984,134.6369604253,129.564852497188,139.855847792991
2016,NOA,NOA2,GC1,2581,2677574,126.157656806468,121.312471518615,131.145978285463
2017,NOA,NOA2,GC1,2402,2705210,114.445519367304,109.893349395546,119.137172874146
2018,NOA,NOA2,GC1,2659,2732806,123.504876888348,118.836487721589,128.309108913689
2019,NOA,NOA2,GC1,2623,2760266,118.856576408672,114.338108393509,123.507438478269
2020,NOA,NOA2,GC1,2451,2787502,108.096877186098,103.84988815058,112.472669541414
2021,NOA,NOA2,GC1,2672,2814472,114.528656980198,110.218529669358,118.963891947244
2022,NOA,NOA2,GC1,3118,2841138,129.65796822367,125.138654942207,134.298573453791
2023,NOA,NOA2,GC1,3027,2867430,122.813525547831,118.472800268614,127.272513943424
2010,NOA,NOA2,GC2,761,2513844,42.7419781076485,39.7297813564515,45.9203108889956
2011,NOA,NOA2,GC2,749,2540714,41.6750464051729,38.7220777771581,44.7922231386592
2012,NOA,NOA2,GC2,772,2567784,41.366775252319,38.4745212212238,44.4173754500245
2013,NOA,NOA2,GC2,803,2595048,42.1526450104732,39.2668379932562,45.1932757233129
2014,NOA,NOA2,GC2,754,2622470,38.4795606712423,35.7643430760533,41.3452490082694
2015,NOA,NOA2,GC2,789,2649984,39.8218304108403,37.0772809928698,42.7149639390993
2016,NOA,NOA2,GC2,750,2677574,36.9333278821802,34.3254750106752,39.6860980995787
2017,NOA,NOA2,GC2,652,2705210,31.4472177335447,29.0716145596013,33.9647165413023
2018,NOA,NOA2,GC2,599,2732806,28.0414357211035,25.8346799466325,30.3859026216785
2019,NOA,NOA2,GC2,518,2760266,23.4593115321646,21.4757354720224,25.5763375834983
2020,NOA,NOA2,GC2,574,2787502,25.237588940426,23.2100628882638,27.3944615808694
2021,NOA,NOA2,GC2,582,2814472,24.8973313865659,22.9118228966032,27.0086024157887
2022,NOA,NOA2,GC2,566,2841138,23.5101390958131,21.6098273706231,25.5325651825584
2023,NOA,NOA2,GC2,470,2867430,18.9248184181277,17.2499601843246,20.7181854952758
2010,NOA,NOA2,GC3,483,2513844,27.4562768381831,25.0456364918452,30.0350899845594
2011,NOA,NOA2,GC3,441,2540714,24.2344423093636,22.0036340641604,26.6284059172591
2012,NOA,NOA2,GC3,493,2567784,26.6071822122191,24.2931678561094,29.0809215006651
2013,NOA,NOA2,GC3,541,2595048,28.4884496712652,26.1229805042995,31.0095203698022
2014,NOA,NOA2,GC3,557,2622470,28.4006340724971,26.0725689573146,30.8795470589597
2015,NOA,NOA2,GC3,583,2649984,28.8490450459088,26.5371214406949,31.3072764456299
2016,NOA,NOA2,GC3,776,2677574,37.7173694437684,35.0943925988364,40.4835683832079
2017,NOA,NOA2,GC3,686,2705210,32.4339216616385,30.0388741990529,34.9683226600624
2018,NOA,NOA2,GC3,728,2732806,33.5271508274776,31.1236648235354,36.0662620514606
2019,NOA,NOA2,GC3,648,2760266,29.1083772155994,26.9023496500006,31.4465908589455
2020,NOA,NOA2,GC3,617,2787502,26.8145458860516,24.7324138732741,29.0246390488765
2021,NOA,NOA2,GC3,685,2814472,29.0908310185154,26.9473691387247,31.3591020438197
2022,NOA,NOA2,GC3,715,2841138,29.6037862112671,27.4691524761434,31.8599980423272
2023,NOA,NOA2,GC3,672,2867430,27.0687828199242,25.0574960093853,29.1983458397796
2010,NOA,NOA2,GC4,1155,2513844,65.1859705252275,61.4428764082403,69.0956985597555
2011,NOA,NOA2,GC4,1079,2540714,58.6146064639351,55.1281317296335,62.2617992988887
2012,NOA,NOA2,GC4,1063,2567784,56.3892301568455,53.0139064094876,59.9213443763977
2013,NOA,NOA2,GC4,1093,2595048,57.0566120925918,53.6964213787849,60.5706794412262
2014,NOA,NOA2,GC4,1082,2622470,55.3637309530717,52.0900509732542,58.7881050973752
2015,NOA,NOA2,GC4,1149,2649984,56.8222692909243,53.5596287413358,60.2305430367422
2016,NOA,NOA2,GC4,1303,2677574,64.3074288788448,60.8501913709631,67.9093646734886
2017,NOA,NOA2,GC4,1323,2705210,63.3296524197122,59.9489269775934,66.8507758878665
2018,NOA,NOA2,GC4,1352,2732806,62.7573221178819,59.4443238564181,66.2063888810137
2019,NOA,NOA2,GC4,1326,2760266,60.4010965438367,57.1854640601659,63.7501163363974
2020,NOA,NOA2,GC4,1281,2787502,56.6601235793931,53.5933424848627,59.8563837290038
2021,NOA,NOA2,GC4,1407,2814472,60.3678129766038,57.2492476151241,63.6118772869441
2022,NOA,NOA2,GC4,1530,2841138,63.879680168267,60.7141413100986,67.1672702309481
2023,NOA,NOA2,GC4,1314,2867430,53.2737473857953,50.4289849254196,56.2370629819991
2010,Patagonia,Patagonia Norte,GC1,1343,3094430,59.213951170731,56.0641957921885,62.4935129700241
2011,Patagonia,Patagonia Norte,GC1,1390,3140948,58.9115558710789,55.8320704195141,62.1157398445285
2012,Patagonia,Patagonia Norte,GC1,1325,3187162,54.7241319083404,51.7993520879365,57.77028102077
2013,Patagonia,Patagonia Norte,GC1,1519,3233012,60.4148784536496,57.3971383609361,63.5494006244538
2014,Patagonia,Patagonia Norte,GC1,1559,3278434,59.8602320975822,56.9101813362261,62.9229405763453
2015,Patagonia,Patagonia Norte,GC1,1544,3323350,57.5721340486296,54.7241620566849,60.5294036257737
2016,Patagonia,Patagonia Norte,GC1,1495,3367774,53.7161166051799,51.016784989443,56.5207613265093
2017,Patagonia,Patagonia Norte,GC1,1618,3411716,56.2717051642491,53.5547407975208,59.0904775947496
2018,Patagonia,Patagonia Norte,GC1,1595,3455130,53.7197753383461,51.1095170706799,56.4285604646326
2019,Patagonia,Patagonia Norte,GC1,1809,3497966,58.9007385736921,56.2130063898436,61.6836124368133
2020,Patagonia,Patagonia Norte,GC1,1637,3540190,51.3989583814171,48.9358959865402,53.9537666868654
2021,Patagonia,Patagonia Norte,GC1,1845,3581814,55.9318696992943,53.4065240616219,58.5457155180686
2022,Patagonia,Patagonia Norte,GC1,1786,3622870,52.3916232700084,49.9886880825012,54.8801753581003
2023,Patagonia,Patagonia Norte,GC1,1671,3663334,47.3780808237708,45.1329645664041,49.705952355416
2010,Patagonia,Patagonia Norte,GC2,645,3094430,28.8476387863232,26.6482382753998,31.1791443798003
2011,Patagonia,Patagonia Norte,GC2,689,3140948,29.5755256313058,27.3928594076335,31.8849026917089
2012,Patagonia,Patagonia Norte,GC2,617,3187162,25.6800592989834,23.6812589313447,27.8016995212466
2013,Patagonia,Patagonia Norte,GC2,642,3233012,25.6891579207453,23.7291693464889,27.767155214056
2014,Patagonia,Patagonia Norte,GC2,706,3278434,27.212263094745,25.2311726292923,29.3069258221791
2015,Patagonia,Patagonia Norte,GC2,683,3323350,25.5406855972731,23.6530536177573,27.5383961982662
2016,Patagonia,Patagonia Norte,GC2,535,3367774,19.3026860712842,17.6956495837857,21.0160463528895
2017,Patagonia,Patagonia Norte,GC2,601,3411716,20.936901178233,19.2909497605985,22.6853902786042
2018,Patagonia,Patagonia Norte,GC2,637,3455130,21.4167961518983,19.7813238600865,23.1511367460964
2019,Patagonia,Patagonia Norte,GC2,571,3497966,18.6678426403911,17.1653487413871,20.2664487340955
2020,Patagonia,Patagonia Norte,GC2,695,3540190,21.8166280814334,20.222395618238,23.5029979762553
2021,Patagonia,Patagonia Norte,GC2,694,3581814,21.1019915043432,19.5597798961216,22.7334002463586
2022,Patagonia,Patagonia Norte,GC2,704,3622870,20.6960928265146,19.1947057903295,22.2836775938112
2023,Patagonia,Patagonia Norte,GC2,670,3663334,19.0315679455916,17.6173521579387,20.529076439272
2010,Patagonia,Patagonia Norte,GC3,700,3094430,30.0145589951762,27.8112977849518,32.3446861584225
2011,Patagonia,Patagonia Norte,GC3,802,3140948,33.3809460507893,31.0917203434357,35.7930676152013
2012,Patagonia,Patagonia Norte,GC3,697,3187162,28.1294250433048,26.0649364672007,30.3130524663458
2013,Patagonia,Patagonia Norte,GC3,745,3233012,29.2317108551767,27.1574477408105,31.4216377936239
2014,Patagonia,Patagonia Norte,GC3,757,3278434,28.5296434249212,26.5215437322707,30.6487997476939
2015,Patagonia,Patagonia Norte,GC3,845,3323350,30.9560291328641,28.8941452082105,33.1256699267506
2016,Patagonia,Patagonia Norte,GC3,980,3367774,34.9453221286187,32.7829457332253,37.2124223727128
2017,Patagonia,Patagonia Norte,GC3,720,3411716,24.7572219868891,22.9760834794767,26.6394415395385
2018,Patagonia,Patagonia Norte,GC3,766,3455130,25.3877766153478,23.6167640009489,27.2561395861164
2019,Patagonia,Patagonia Norte,GC3,716,3497966,23.0616712403948,21.4000023752965,24.8179123246274
2020,Patagonia,Patagonia Norte,GC3,730,3540190,22.7024428620129,21.0830734732873,24.4130618152704
2021,Patagonia,Patagonia Norte,GC3,749,3581814,22.6090539514908,21.0173525320448,24.289266394076
2022,Patagonia,Patagonia Norte,GC3,741,3622870,21.6721644769372,20.1389493947716,23.2911112273682
2023,Patagonia,Patagonia Norte,GC3,763,3663334,21.5911608221025,20.0857869404634,23.1794506116719
2010,Patagonia,Patagonia Norte,GC4,1313,3094430,59.0185950701357,55.8500291310501,62.3192598091361
2011,Patagonia,Patagonia Norte,GC4,1316,3140948,56.7923307901859,53.7460013676124,59.9655147841237
2012,Patagonia,Patagonia Norte,GC4,1389,3187162,57.8724882026889,54.8526540786879,61.014650354779
2013,Patagonia,Patagonia Norte,GC4,1384,3233012,55.6853562202808,52.7752880625305,58.7135234498626
2014,Patagonia,Patagonia Norte,GC4,1266,3278434,49.167476225157,46.484390544953,51.9645260328154
2015,Patagonia,Patagonia Norte,GC4,1397,3323350,52.5572445305681,49.827326591797,55.3974224263503
2016,Patagonia,Patagonia Norte,GC4,1545,3367774,56.2933126297034,53.513155683886,59.1801293399615
2017,Patagonia,Patagonia Norte,GC4,1812,3411716,63.8587826360959,60.9455667139407,66.8750349653306
2018,Patagonia,Patagonia Norte,GC4,1463,3455130,49.744425793702,47.2235787365744,52.3647153298323
2019,Patagonia,Patagonia Norte,GC4,1447,3497966,47.5802843665821,45.1571407617157,50.0995547002508
2020,Patagonia,Patagonia Norte,GC4,1339,3540190,42.2062810461273,39.973342552742,44.5313829268223
2021,Patagonia,Patagonia Norte,GC4,1472,3581814,44.756509281093,42.4975182268349,47.1043343976159
2022,Patagonia,Patagonia Norte,GC4,1547,3622870,45.6046711130572,43.3594487869809,47.9359737542168
2023,Patagonia,Patagonia Norte,GC4,1492,3663334,42.4112126214068,40.2859282513548,44.6194990238264
2010,Patagonia,Patagonia Sur,GC1,822,1841092,77.1634706212824,71.8050155996513,82.8059688078014
2011,Patagonia,Patagonia Sur,GC1,639,1888714,55.6774629844398,51.2926241176652,60.3269473556794
2012,Patagonia,Patagonia Sur,GC1,573,1936408,48.1731663640885,44.1850282714397,52.4159584202375
2013,Patagonia,Patagonia Sur,GC1,654,1984126,52.0166696379473,47.9728307076968,56.3016669616947
2014,Patagonia,Patagonia Sur,GC1,685,2031812,53.2999401331101,49.2692149927792,57.5653656734378
2015,Patagonia,Patagonia Sur,GC1,760,2079416,57.576584907194,53.4466013296747,61.9345097262446
2016,Patagonia,Patagonia Sur,GC1,675,2126948,49.9124012360489,46.1308926312638,53.9157756661511
2017,Patagonia,Patagonia Sur,GC1,675,2174436,47.1527646293729,43.5773496482613,50.9379536659056
2018,Patagonia,Patagonia Sur,GC1,866,2221834,59.3025457491365,55.3370810183194,63.4726519432124
2019,Patagonia,Patagonia Sur,GC1,900,2269118,59.1105041914224,55.2364438409463,63.1805712995993
2020,Patagonia,Patagonia Sur,GC1,895,2316248,56.0907804355736,52.4092685985746,59.9590910234968
2021,Patagonia,Patagonia Sur,GC1,1091,2363268,65.6737248786408,61.7662447091261,69.7603123043062
2022,Patagonia,Patagonia Sur,GC1,1171,2410208,68.6197900916409,64.687052309531,72.7263751351528
2023,Patagonia,Patagonia Sur,GC1,921,2457038,50.8124020956242,47.5357132159519,54.2529212480154
2010,Patagonia,Patagonia Sur,GC2,392,1841092,37.6902350707358,33.9395417079071,41.7325812523462
2011,Patagonia,Patagonia Sur,GC2,432,1888714,39.3793605418296,35.6374893162459,43.3978513215989
2012,Patagonia,Patagonia Sur,GC2,407,1936408,35.3740143410455,31.9151764576246,39.0966023053151
2013,Patagonia,Patagonia Sur,GC2,354,1984126,28.067394568248,25.1236083741119,31.252589599243
2014,Patagonia,Patagonia Sur,GC2,337,2031812,26.451094722446,23.6182173848143,29.5223346468554
2015,Patagonia,Patagonia Sur,GC2,339,2079416,25.7668470564746,23.0170219043061,28.7473323495804
2016,Patagonia,Patagonia Sur,GC2,315,2126948,22.5089618886581,20.0138156624483,25.2215982327467
2017,Patagonia,Patagonia Sur,GC2,284,2174436,19.8632551362647,17.5591127383651,22.3794426117033
2018,Patagonia,Patagonia Sur,GC2,312,2221834,20.5900088862334,18.3077398695357,23.0722114554758
2019,Patagonia,Patagonia Sur,GC2,283,2269118,18.6796138753182,16.5229489516165,21.0351194865742
2020,Patagonia,Patagonia Sur,GC2,318,2316248,20.682426308777,18.4328979215735,23.1270652509391
2021,Patagonia,Patagonia Sur,GC2,354,2363268,21.5279188394437,19.3041151627949,23.9340882938965
2022,Patagonia,Patagonia Sur,GC2,406,2410208,24.2044402802619,21.8772816763328,26.7092813268876
2023,Patagonia,Patagonia Sur,GC2,400,2457038,23.1425381660942,20.9042569852732,25.5530457101962
2010,Patagonia,Patagonia Sur,GC3,391,1841092,36.1122293154958,32.5134464314761,39.9912251140424
2011,Patagonia,Patagonia Sur,GC3,308,1888714,26.7380696167369,23.7360154292816,30.0048953532579
2012,Patagonia,Patagonia Sur,GC3,336,1936408,27.7769745208825,24.7986541979349,31.0062847203112
2013,Patagonia,Patagonia Sur,GC3,369,1984126,29.627750073231,26.5962961161944,32.9024767481865
2014,Patagonia,Patagonia Sur,GC3,433,2031812,32.7030409890832,29.603820837988,36.0310971652959
2015,Patagonia,Patagonia Sur,GC3,425,2079416,31.0020720601045,28.0421435313056,34.1826814267568
2016,Patagonia,Patagonia Sur,GC3,424,2126948,30.09250419571,27.2208552577462,33.1785146636858
2017,Patagonia,Patagonia Sur,GC3,416,2174436,28.7053554263533,25.9503500700099,31.6680631319112
2018,Patagonia,Patagonia Sur,GC3,391,2221834,26.045753642561,23.4741126825966,28.8176309134483
2019,Patagonia,Patagonia Sur,GC3,380,2269118,24.2984053935722,21.8691343077524,26.9196611743913
2020,Patagonia,Patagonia Sur,GC3,388,2316248,23.7021803274017,21.3569312013637,26.2307724068785
2021,Patagonia,Patagonia Sur,GC3,411,2363268,23.8111830292201,21.5208435835744,26.2752831688062
2022,Patagonia,Patagonia Sur,GC3,363,2410208,20.2879966882495,18.2226222799337,22.520539935631
2023,Patagonia,Patagonia Sur,GC3,360,2457038,19.5659161653852,17.5685904269933,21.7256045266773
2010,Patagonia,Patagonia Sur,GC4,695,1841092,68.3496835302753,63.2284460252952,73.7668989941487
2011,Patagonia,Patagonia Sur,GC4,757,1888714,71.4640865228706,66.3371703054258,76.8745434629756
2012,Patagonia,Patagonia Sur,GC4,785,1936408,71.9963268333373,66.9395715198931,77.3275613510681
2013,Patagonia,Patagonia Sur,GC4,923,1984126,82.0277285126989,76.7260455740157,87.5941936877329
2014,Patagonia,Patagonia Sur,GC4,1096,2031812,93.9435796529463,88.3647659945381,99.7775109895789
2015,Patagonia,Patagonia Sur,GC4,1015,2079416,83.3292559675206,78.1974757620323,88.7051335116329
2016,Patagonia,Patagonia Sur,GC4,1008,2126948,78.3659838744773,73.5166744473459,83.4467750105401
2017,Patagonia,Patagonia Sur,GC4,1001,2174436,74.7635416255401,70.1308980521394,79.618116387337
2018,Patagonia,Patagonia Sur,GC4,952,2221834,66.9359395668685,62.6817402710754,71.3992581171226
2019,Patagonia,Patagonia Sur,GC4,910,2269118,61.9355751719082,57.9177208927844,66.1555607177598
2020,Patagonia,Patagonia Sur,GC4,815,2316248,52.7082057451724,49.0988034527379,56.5097803424647
2021,Patagonia,Patagonia Sur,GC4,810,2363268,50.3967013609506,46.9419898157709,54.0359324378112
2022,Patagonia,Patagonia Sur,GC4,1086,2410208,65.8049728886307,61.9062705813407,69.8828013102568
2023,Patagonia,Patagonia Sur,GC4,954,2457038,54.7461870441256,51.2903355618044,58.3717313013502
